sample,spot,u_ppm,th_ppm,th_u,group,terrane
187289,30.1,879.7,226.3,0.3,Musgraves,Proterozoic Orogens
194381,32.1,163.6,320.1,2.0,Musgraves,Proterozoic Orogens
194777,43.1,38.8,79.4,2.1,Basins,Basins
183726,2.2,93.1,423.5,4.7,Musgraves,Proterozoic Orogens
182475,17.1,141.0,28.2,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194705,9.1,2383.9,45061.4,19.5,Albany-Fraser Orogen,Proterozoic Orogens
194714,35.1,110.9,133.1,1.2,Albany-Fraser Orogen,Proterozoic Orogens
187289,2.1,4056.1,100.6,0.0,Musgraves,Proterozoic Orogens
194725,17.1,70.6,0.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192524,10.1,61.4,171.6,2.9,Albany-Fraser Orogen,Proterozoic Orogens
182473,22.1,1325.5,153.5,0.1,Albany-Fraser Orogen,Proterozoic Orogens
192531,4.1,43.5,34.8,0.8,Albany-Fraser Orogen,Proterozoic Orogens
105010,11.1,731.0,277.0,0.4,Yilgarn,Archean Cratons
105010,21.1,218.0,66.0,0.3,Yilgarn,Archean Cratons
142874,6.1,283.0,171.0,0.6,Pilbara,Archean Cratons
168949,12.1,979.0,23.0,0.0,Capricon Orogen,Proterozoic Orogens
174748,13.1,191.0,324.0,1.8,Musgraves,Proterozoic Orogens
177910,21.2,85.0,16.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
183587,24.1,212.0,184.0,0.9,Musgraves,Proterozoic Orogens
183596,1.1,286.0,95.0,0.3,Musgraves,Proterozoic Orogens
183596,2.2,665.0,29.0,0.0,Musgraves,Proterozoic Orogens
183596,47.1,515.0,229.0,0.5,Musgraves,Proterozoic Orogens
185593,43.1,233.0,104.0,0.5,Musgraves,Proterozoic Orogens
185593,15.1,492.0,234.0,0.5,Musgraves,Proterozoic Orogens
194422,9.1,115.0,31.0,0.3,Musgraves,Proterozoic Orogens
83662,1.1,2250.0,998.0,0.4,Albany-Fraser Orogen,Proterozoic Orogens
83676A,7.2,861.0,42.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
180867,38.1,107.0,218.2,2.1,Musgraves,Proterozoic Orogens
195849,49.1,1684.5,26.9,0.0,Capricon Orogen,Proterozoic Orogens
177910,13.2,276.0,33.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
180057,24.2,44.0,22.0,0.5,Pilbara,Archean Cratons
184123,14.1,1403.0,18.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184160,56.1,274.0,8.0,0.0,Capricon Orogen,Proterozoic Orogens
185508,2.1,517.0,246.0,0.5,Musgraves,Proterozoic Orogens
185942,54.1,469.0,58.0,0.1,Capricon Orogen,Proterozoic Orogens
195849,55.1,1903.4,27.0,0.0,Capricon Orogen,Proterozoic Orogens
182203,16.1,453.4,184.9,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194714,3.2,78.0,67.8,0.9,Albany-Fraser Orogen,Proterozoic Orogens
194701,27.1,295.1,10.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,7.2,119.2,79.7,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194778,37.1,124.0,140.2,1.2,Albany-Fraser Orogen,Proterozoic Orogens
194802,25.1,2307.4,120.2,0.1,Musgraves,Proterozoic Orogens
177910,16.2,83.0,15.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
183466,15.1,3194.0,26.0,0.0,Musgraves,Proterozoic Orogens
183587,49.1,1119.0,176.0,0.2,Musgraves,Proterozoic Orogens
185593,33.1,300.0,125.0,0.4,Musgraves,Proterozoic Orogens
185942,64.1,467.0,30.0,0.1,Capricon Orogen,Proterozoic Orogens
192552,9.1,34.6,36.0,1.1,Albany-Fraser Orogen,Proterozoic Orogens
182435,10.1,34.0,53.2,1.6,Albany-Fraser Orogen,Proterozoic Orogens
192524,14.1,51.5,147.0,3.0,Albany-Fraser Orogen,Proterozoic Orogens
192552,5.1,87.3,32.6,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194722,24.1,214.8,4.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
183726,29.1,123.8,209.5,1.7,Musgraves,Proterozoic Orogens
189540,41.1,19.5,127.0,6.7,Musgraves,Proterozoic Orogens
187289,1.1,894.8,112.9,0.1,Musgraves,Proterozoic Orogens
194381,6.1,248.3,139.4,0.6,Musgraves,Proterozoic Orogens
191751,6.1,2084.7,510.9,0.3,Musgraves,Proterozoic Orogens
182477,9.1,59.8,29.6,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194381,26.1,269.9,252.6,1.0,Musgraves,Proterozoic Orogens
174748,35.2,585.0,275.0,0.5,Musgraves,Proterozoic Orogens
183496,15.2,202.0,166.0,0.9,Musgraves,Proterozoic Orogens
184312,19.1,85.0,133.0,1.6,Albany-Fraser Orogen,Proterozoic Orogens
194767,21.1,418.7,204.6,0.5,Musgraves,Proterozoic Orogens
192531,16.1,150.8,189.1,1.3,Albany-Fraser Orogen,Proterozoic Orogens
194701,42.1,326.3,36.8,0.1,Albany-Fraser Orogen,Proterozoic Orogens
194722,11.1,191.7,32.8,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194767,19.1,800.8,92.3,0.1,Musgraves,Proterozoic Orogens
183587,11.1,397.0,158.0,0.4,Musgraves,Proterozoic Orogens
183596,14.1,376.0,231.0,0.6,Musgraves,Proterozoic Orogens
183596,24.1,378.0,316.0,0.9,Musgraves,Proterozoic Orogens
184123,27.1,521.0,10.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184312,16.1,31.0,58.0,1.9,Albany-Fraser Orogen,Proterozoic Orogens
192532,8.1,105.7,60.8,0.6,Albany-Fraser Orogen,Proterozoic Orogens
192549,6.1,56.3,53.3,1.0,Albany-Fraser Orogen,Proterozoic Orogens
194718,9.1,92.9,39.3,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194714,3.1,173.7,92.4,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194802,33.1,2468.2,142.7,0.1,Musgraves,Proterozoic Orogens
198532,6.1,802.7,8.3,0.0,Yilgarn,Archean Cratons
191751,18.1,492.4,139.1,0.3,Musgraves,Proterozoic Orogens
194802,22.1,4470.7,223.1,0.1,Musgraves,Proterozoic Orogens
194381,3.1,338.3,418.2,1.3,Musgraves,Proterozoic Orogens
194714,25.1,111.0,149.8,1.4,Albany-Fraser Orogen,Proterozoic Orogens
182435,1.1,82.4,143.4,1.8,Albany-Fraser Orogen,Proterozoic Orogens
174558,7.1,102.0,48.0,0.5,Musgraves,Proterozoic Orogens
180057,12.1,70.0,18.0,0.3,Pilbara,Archean Cratons
183466,2.2,1720.0,164.0,0.1,Musgraves,Proterozoic Orogens
183466,59.2,3191.0,43.0,0.0,Musgraves,Proterozoic Orogens
183587,9.1,596.0,164.0,0.3,Musgraves,Proterozoic Orogens
183596,33.2,398.0,9.0,0.0,Musgraves,Proterozoic Orogens
183596,38.1,235.0,178.0,0.8,Musgraves,Proterozoic Orogens
184161,19.1,538.0,20.0,0.0,Capricon Orogen,Proterozoic Orogens
194422,38.2,137.0,27.0,0.2,Musgraves,Proterozoic Orogens
198532,3.2,562.2,9.0,0.0,Yilgarn,Archean Cratons
180867,2.2,234.3,274.1,1.2,Musgraves,Proterozoic Orogens
194702,1.1,149.0,0.6,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184150,14.1,290.0,82.3,0.3,Musgraves,Proterozoic Orogens
189540,7.1,34.6,176.9,5.3,Musgraves,Proterozoic Orogens
194705,12.1,2338.1,54993.8,24.3,Albany-Fraser Orogen,Proterozoic Orogens
183726,30.2,563.7,395.8,0.7,Musgraves,Proterozoic Orogens
182203,10.1,93.3,284.1,3.1,Albany-Fraser Orogen,Proterozoic Orogens
194802,9.1,2665.3,151.6,0.1,Musgraves,Proterozoic Orogens
194701,25.1,58.8,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194778,38.2,50.8,30.1,0.6,Albany-Fraser Orogen,Proterozoic Orogens
194714,46.1,52.1,51.0,1.0,Albany-Fraser Orogen,Proterozoic Orogens
195849,46.1,1387.7,23.0,0.0,Capricon Orogen,Proterozoic Orogens
194722,13.1,210.8,8.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
182473,14.1,591.0,30.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
183466,21.1,3730.0,51.0,0.0,Musgraves,Proterozoic Orogens
185508,39.1,362.0,222.0,0.6,Musgraves,Proterozoic Orogens
185593,36.2,417.0,209.0,0.5,Musgraves,Proterozoic Orogens
194422,45.1,117.0,28.0,0.3,Musgraves,Proterozoic Orogens
194718,12.1,567.6,672.3,1.2,Albany-Fraser Orogen,Proterozoic Orogens
187289,5.1,2078.0,47.6,0.0,Musgraves,Proterozoic Orogens
194381,48.1,312.4,189.9,0.6,Musgraves,Proterozoic Orogens
194381,23.1,181.7,337.7,1.9,Musgraves,Proterozoic Orogens
192531,17.1,63.4,57.8,0.9,Albany-Fraser Orogen,Proterozoic Orogens
182203,11.1,90.9,182.6,2.1,Albany-Fraser Orogen,Proterozoic Orogens
192531,12.1,30.3,23.9,0.8,Albany-Fraser Orogen,Proterozoic Orogens
192531,7.1,123.1,162.5,1.4,Albany-Fraser Orogen,Proterozoic Orogens
182477,19.1,1227.2,352.2,0.3,Albany-Fraser Orogen,Proterozoic Orogens
182203,3.1,83.9,168.3,2.1,Albany-Fraser Orogen,Proterozoic Orogens
205194,7.1,1789.0,8.3,0.0,Musgraves,Proterozoic Orogens
182475,14.1,100.9,16.3,0.2,Albany-Fraser Orogen,Proterozoic Orogens
174748,32.1,1152.0,245.0,0.2,Musgraves,Proterozoic Orogens
178749,1.1,928.0,22.0,0.0,Capricon Orogen,Proterozoic Orogens
185508,29.1,1021.0,670.0,0.7,Musgraves,Proterozoic Orogens
194718,16.1,408.3,207.9,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194708,18.1,311.3,2.7,0.0,Albany-Fraser Orogen,Proterozoic Orogens
180867,6.1,179.0,313.2,1.8,Musgraves,Proterozoic Orogens
182203,28.1,81.4,119.1,1.5,Albany-Fraser Orogen,Proterozoic Orogens
194785,12.2,436.5,12.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
187289,58.1,589.4,222.5,0.4,Musgraves,Proterozoic Orogens
194802,26.1,2450.5,116.6,0.0,Musgraves,Proterozoic Orogens
194718,6.1,389.5,192.8,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194705,4.1,4036.0,74448.0,19.1,Albany-Fraser Orogen,Proterozoic Orogens
194777,35.1,46.1,73.8,1.7,Basins,Basins
180867,23.1,137.7,317.0,2.4,Musgraves,Proterozoic Orogens
174748,46.2,829.0,232.0,0.3,Musgraves,Proterozoic Orogens
177908,58.1,347.0,102.0,0.3,Yilgarn,Archean Cratons
183587,47.1,215.0,137.0,0.7,Musgraves,Proterozoic Orogens
184123,44.1,658.0,5.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184161,47.1,489.0,6.0,0.0,Capricon Orogen,Proterozoic Orogens
187109,10.1,2556.0,730.0,0.3,Musgraves,Proterozoic Orogens
194422,2.2,70.0,36.0,0.5,Musgraves,Proterozoic Orogens
88410,34.1,559.0,52.0,0.1,Capricon Orogen,Proterozoic Orogens
194433,6.1,257.8,144.2,0.6,Musgraves,Proterozoic Orogens
194714,11.1,62.6,48.6,0.8,Albany-Fraser Orogen,Proterozoic Orogens
180867,7.1,115.2,383.7,3.4,Musgraves,Proterozoic Orogens
194718,18.1,426.4,200.8,0.5,Albany-Fraser Orogen,Proterozoic Orogens
208414,13.2,120.7,90.1,0.8,Musgraves,Proterozoic Orogens
182475,25.1,541.8,35.9,0.1,Albany-Fraser Orogen,Proterozoic Orogens
191751,2.1,1547.5,166.6,0.1,Musgraves,Proterozoic Orogens
194767,1.1,135.7,86.8,0.7,Musgraves,Proterozoic Orogens
194718,17.1,344.8,257.0,0.8,Albany-Fraser Orogen,Proterozoic Orogens
194768,21.1,832.0,115.7,0.1,Musgraves,Proterozoic Orogens
194768,19.1,2335.6,257.3,0.1,Musgraves,Proterozoic Orogens
194433,3.1,664.6,427.1,0.7,Musgraves,Proterozoic Orogens
174588,22.1,62.0,65.0,1.1,Musgraves,Proterozoic Orogens
183596,7.1,238.0,321.0,1.4,Musgraves,Proterozoic Orogens
184307,20.1,174.0,393.0,2.3,Albany-Fraser Orogen,Proterozoic Orogens
185593,4.2,513.0,185.0,0.4,Musgraves,Proterozoic Orogens
88410,41.1,499.0,11.0,0.0,Capricon Orogen,Proterozoic Orogens
192552,11.2,24.7,23.8,1.0,Albany-Fraser Orogen,Proterozoic Orogens
194705,7.2,2336.8,38949.2,17.2,Albany-Fraser Orogen,Proterozoic Orogens
194743,70.1,42.3,0.6,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194718,5.1,428.4,202.5,0.5,Albany-Fraser Orogen,Proterozoic Orogens
189540,10.1,36.8,210.6,5.9,Musgraves,Proterozoic Orogens
194767,9.2,2914.0,167.8,0.1,Musgraves,Proterozoic Orogens
205194,5.1,1758.7,23.4,0.0,Musgraves,Proterozoic Orogens
194718,11.1,506.0,246.7,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192508,9.2,1244.1,265.1,0.2,Albany-Fraser Orogen,Proterozoic Orogens
100710,21.1,492.0,220.0,0.5,Yilgarn,Archean Cratons
104949C,6.1,466.0,287.0,0.6,Yilgarn,Archean Cratons
105001,15.1,1620.0,908.0,0.6,Yilgarn,Archean Cratons
105009,5.1,539.0,341.0,0.6,Yilgarn,Archean Cratons
105014,12.1,136.0,124.0,0.9,Yilgarn,Archean Cratons
112175,25.1,45.0,31.0,0.7,Yilgarn,Archean Cratons
112341,9.1,184.0,262.0,1.4,Rudall,Proterozoic Orogens
118979,10.1,76.0,33.0,0.4,Pilbara,Archean Cratons
142835,23.1,170.0,39.0,0.2,Pilbara,Archean Cratons
142901,9.1,1876.0,933.0,0.5,Yilgarn,Archean Cratons
142930,22.1,3973.0,62.0,0.0,Capricon Orogen,Proterozoic Orogens
142966,10.1,161.0,62.0,0.4,Pilbara,Archean Cratons
168949,4.1,1729.0,32.0,0.0,Capricon Orogen,Proterozoic Orogens
168949,8.1,1009.0,15.0,0.0,Capricon Orogen,Proterozoic Orogens
168949,13.1,1274.0,1060.0,0.8,Capricon Orogen,Proterozoic Orogens
168949,17.1,1935.0,1895.0,1.0,Capricon Orogen,Proterozoic Orogens
169001,14.1,1147.0,81.0,0.1,leeuwin,Proterozoic Orogens
174748,8.1,892.0,241.0,0.3,Musgraves,Proterozoic Orogens
183496,27.1,103.0,142.0,1.4,Musgraves,Proterozoic Orogens
183587,48.1,415.0,176.0,0.4,Musgraves,Proterozoic Orogens
183596,20.1,312.0,404.0,1.3,Musgraves,Proterozoic Orogens
184122,2.1,566.0,22.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184125,29.1,1476.0,234.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
184125,39.1,538.0,168.0,0.3,Albany-Fraser Orogen,Proterozoic Orogens
83701A,2.1,254.0,387.0,1.5,Albany-Fraser Orogen,Proterozoic Orogens
98255,4.1,735.0,151.0,0.2,Yilgarn,Archean Cratons
98256,4.1,10709.0,10155.0,1.0,Yilgarn,Archean Cratons
182477,17.1,1982.1,504.2,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194767,18.2,1718.3,50.0,0.0,Musgraves,Proterozoic Orogens
195849,44.1,1619.2,2.4,0.0,Capricon Orogen,Proterozoic Orogens
192532,5.2,29.3,21.3,0.7,Albany-Fraser Orogen,Proterozoic Orogens
192530,17.1,90.3,77.5,0.9,Albany-Fraser Orogen,Proterozoic Orogens
192531,14.1,150.1,98.7,0.7,Albany-Fraser Orogen,Proterozoic Orogens
174558,12.1,155.0,53.0,0.4,Musgraves,Proterozoic Orogens
183255,9.1,3949.0,205.0,0.1,Capricon Orogen,Proterozoic Orogens
183587,5.1,513.0,351.0,0.7,Musgraves,Proterozoic Orogens
183596,36.1,394.0,124.0,0.3,Musgraves,Proterozoic Orogens
184123,26.1,1098.0,62.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184128,17.1,604.0,88.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
185593,7.1,1167.0,414.0,0.4,Musgraves,Proterozoic Orogens
185942,57.1,452.0,116.0,0.3,Capricon Orogen,Proterozoic Orogens
194422,35.2,220.0,17.0,0.1,Musgraves,Proterozoic Orogens
192532,5.1,147.8,99.1,0.7,Albany-Fraser Orogen,Proterozoic Orogens
192531,13.2,131.6,135.6,1.1,Albany-Fraser Orogen,Proterozoic Orogens
182475,11.1,56.2,14.3,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194767,7.1,1206.6,66.2,0.1,Musgraves,Proterozoic Orogens
189540,35.1,30.9,276.4,9.2,Musgraves,Proterozoic Orogens
192552,4.1,325.5,50.6,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194718,14.1,244.9,176.8,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194705,8.1,2793.3,46611.6,17.2,Albany-Fraser Orogen,Proterozoic Orogens
195849,12.2,1693.5,43.7,0.0,Capricon Orogen,Proterozoic Orogens
174558,11.2,140.0,55.0,0.4,Musgraves,Proterozoic Orogens
183587,4.1,274.0,124.0,0.5,Musgraves,Proterozoic Orogens
184312,30.1,124.0,3.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192531,14.2,130.4,139.9,1.1,Albany-Fraser Orogen,Proterozoic Orogens
195826,4.9,1195.0,3.0,0.0,Capricon Orogen,Proterozoic Orogens
192531,17.2,135.6,191.4,1.5,Albany-Fraser Orogen,Proterozoic Orogens
194705,10.1,2130.0,54252.9,26.3,Albany-Fraser Orogen,Proterozoic Orogens
182485,27.1,228.9,171.6,0.8,Albany-Fraser Orogen,Proterozoic Orogens
194767,16.1,2052.7,61.3,0.0,Musgraves,Proterozoic Orogens
182477,20.1,1643.9,593.0,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194714,40.1,103.0,162.4,1.6,Albany-Fraser Orogen,Proterozoic Orogens
198532,34.1,1403.0,16.3,0.0,Yilgarn,Archean Cratons
192549,11.1,69.9,115.7,1.7,Albany-Fraser Orogen,Proterozoic Orogens
194743,36.1,109.0,4.1,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192531,15.2,122.8,83.2,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194381,41.1,185.1,346.1,1.9,Musgraves,Proterozoic Orogens
192523,21.1,98.6,43.5,0.5,Albany-Fraser Orogen,Proterozoic Orogens
177910,20.1,77.0,18.0,0.3,Albany-Fraser Orogen,Proterozoic Orogens
177910,10.2,553.0,6.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184125,43.1,2091.0,46.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184125,41.1,1034.0,181.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
187109,40.1,1643.0,428.0,0.3,Musgraves,Proterozoic Orogens
194714,22.1,152.6,201.3,1.4,Albany-Fraser Orogen,Proterozoic Orogens
205194,12.1,479.2,6.4,0.0,Musgraves,Proterozoic Orogens
192523,8.1,112.3,50.7,0.5,Albany-Fraser Orogen,Proterozoic Orogens
195849,56.1,1689.0,24.7,0.0,Capricon Orogen,Proterozoic Orogens
182477,4.1,2175.4,359.6,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194734,19.1,789.3,7.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
182203,15.1,234.7,242.0,1.1,Albany-Fraser Orogen,Proterozoic Orogens
182477,14.1,1366.9,286.7,0.2,Albany-Fraser Orogen,Proterozoic Orogens
184150,36.1,353.4,69.2,0.2,Musgraves,Proterozoic Orogens
192530,20.1,150.1,171.6,1.2,Albany-Fraser Orogen,Proterozoic Orogens
194728,30.1,70.0,0.8,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194728,6.1,95.2,0.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
174748,5.2,731.0,224.0,0.3,Musgraves,Proterozoic Orogens
177908,34.1,698.0,90.0,0.1,Yilgarn,Archean Cratons
177908,34.1,698.0,90.0,0.1,Yilgarn,Archean Cratons
184123,25.1,2462.0,33.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
185942,72.1,388.0,85.0,0.2,Capricon Orogen,Proterozoic Orogens
187109,34.1,1011.0,348.0,0.4,Musgraves,Proterozoic Orogens
189540,19.1,26.7,291.4,11.3,Musgraves,Proterozoic Orogens
192523,20.1,46.2,27.3,0.6,Albany-Fraser Orogen,Proterozoic Orogens
194709,29.1,251.5,126.6,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192530,19.1,222.8,287.8,1.3,Albany-Fraser Orogen,Proterozoic Orogens
192531,6.1,116.1,151.3,1.3,Albany-Fraser Orogen,Proterozoic Orogens
194714,38.1,62.0,61.6,1.0,Albany-Fraser Orogen,Proterozoic Orogens
192523,13.1,48.5,32.0,0.7,Albany-Fraser Orogen,Proterozoic Orogens
174748,14.1,197.0,303.0,1.6,Musgraves,Proterozoic Orogens
182473,8.1,128.0,28.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
183492,2.1,336.0,494.0,1.5,Musgraves,Proterozoic Orogens
183587,18.1,303.0,144.0,0.5,Musgraves,Proterozoic Orogens
184122,27.1,546.0,25.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184125,37.1,1230.0,202.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
187403,24.1,1526.0,8.0,0.0,Capricon Orogen,Proterozoic Orogens
194705,8.2,2773.6,47366.4,17.6,Albany-Fraser Orogen,Proterozoic Orogens
182203,32.1,428.9,158.9,0.4,Albany-Fraser Orogen,Proterozoic Orogens
192531,5.2,100.1,101.1,1.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,20.1,86.6,54.8,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194705,20.1,3587.2,31612.6,9.1,Albany-Fraser Orogen,Proterozoic Orogens
192549,4.1,51.1,42.9,0.9,Albany-Fraser Orogen,Proterozoic Orogens
194735,29.1,1059.3,85.4,0.1,Albany-Fraser Orogen,Proterozoic Orogens
194381,22.1,194.7,296.5,1.6,Musgraves,Proterozoic Orogens
183726,22.1,154.3,194.6,1.3,Musgraves,Proterozoic Orogens
192524,4.2,63.6,136.7,2.2,Albany-Fraser Orogen,Proterozoic Orogens
174737,21.2,36.0,84.0,2.4,Musgraves,Proterozoic Orogens
174748,30.1,588.0,278.0,0.5,Musgraves,Proterozoic Orogens
177908,17.1,381.0,117.0,0.3,Yilgarn,Archean Cratons
177908,17.1,381.0,117.0,0.3,Yilgarn,Archean Cratons
183492,30.1,310.0,361.0,1.2,Musgraves,Proterozoic Orogens
184160,59.1,475.0,22.0,0.1,Capricon Orogen,Proterozoic Orogens
187109,35.1,1700.0,485.0,0.3,Musgraves,Proterozoic Orogens
194802,27.1,2648.0,382.4,0.1,Musgraves,Proterozoic Orogens
194718,7.1,250.9,115.1,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194705,6.2,2945.4,50921.0,17.9,Albany-Fraser Orogen,Proterozoic Orogens
194743,50.1,93.0,0.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192552,2.2,82.1,47.2,0.6,Albany-Fraser Orogen,Proterozoic Orogens
192524,2.1,81.7,217.2,2.7,Albany-Fraser Orogen,Proterozoic Orogens
194714,31.1,122.8,40.5,0.3,Albany-Fraser Orogen,Proterozoic Orogens
192523,18.1,51.2,0.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194722,12.1,292.3,75.1,0.3,Albany-Fraser Orogen,Proterozoic Orogens
184150,17.1,159.3,87.1,0.6,Musgraves,Proterozoic Orogens
192552,14.2,876.2,14.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194705,6.1,3603.6,69250.1,19.9,Albany-Fraser Orogen,Proterozoic Orogens
182475,10.1,96.3,29.0,0.3,Albany-Fraser Orogen,Proterozoic Orogens
192531,2.1,50.2,44.3,0.9,Albany-Fraser Orogen,Proterozoic Orogens
182476,29.1,1546.2,51.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
183492,27.1,197.0,332.0,1.7,Musgraves,Proterozoic Orogens
183587,13.2,269.0,110.0,0.4,Musgraves,Proterozoic Orogens
183587,53.1,282.0,297.0,1.1,Musgraves,Proterozoic Orogens
183587,7.1,730.0,324.0,0.5,Musgraves,Proterozoic Orogens
183587,35.1,108.0,374.0,3.6,Musgraves,Proterozoic Orogens
185942,4.2,411.0,79.0,0.2,Capricon Orogen,Proterozoic Orogens
194422,13.1,125.0,23.0,0.2,Musgraves,Proterozoic Orogens
194705,16.1,1973.4,56974.0,29.8,Albany-Fraser Orogen,Proterozoic Orogens
195849,47.1,1654.5,30.9,0.0,Capricon Orogen,Proterozoic Orogens
194393,24.2,121.0,320.5,2.7,Musgraves,Proterozoic Orogens
194705,1.2,6131.9,88127.6,14.9,Albany-Fraser Orogen,Proterozoic Orogens
182477,16.1,1217.8,365.9,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194379,7.1,594.6,281.6,0.5,Musgraves,Proterozoic Orogens
182473,60.1,733.7,129.7,0.2,Albany-Fraser Orogen,Proterozoic Orogens
182203,30.1,70.9,76.6,1.1,Albany-Fraser Orogen,Proterozoic Orogens
194784,13.1,252.6,17.2,0.1,Albany-Fraser Orogen,Proterozoic Orogens
192523,1.1,107.0,44.8,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194433,23.1,328.3,220.2,0.7,Musgraves,Proterozoic Orogens
194714,32.1,67.4,56.1,0.9,Albany-Fraser Orogen,Proterozoic Orogens
192524,15.1,57.1,137.3,2.5,Albany-Fraser Orogen,Proterozoic Orogens
182477,21.1,1732.9,479.4,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194705,11.3,3378.4,87505.1,26.8,Albany-Fraser Orogen,Proterozoic Orogens
194743,51.1,27.5,0.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194705,21.2,2328.6,56542.6,25.1,Albany-Fraser Orogen,Proterozoic Orogens
194767,14.1,2159.4,163.4,0.1,Musgraves,Proterozoic Orogens
