sample,spot,u_ppm,th_ppm,th_u,group,terrane
174748,6.1,1317.0,238.0,0.2,Musgraves,Proterozoic Orogens
177907,46.1,651.0,21.0,0.0,Yilgarn,Archean Cratons
183492,16.1,206.0,240.0,1.2,Musgraves,Proterozoic Orogens
183596,34.1,317.0,176.0,0.6,Musgraves,Proterozoic Orogens
184122,28.1,737.0,30.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
88410,44.1,1315.0,525.0,0.4,Capricon Orogen,Proterozoic Orogens
194768,6.1,2869.1,310.8,0.1,Musgraves,Proterozoic Orogens
194725,16.1,63.4,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
182477,8.1,1455.4,318.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194393,16.1,108.5,250.1,2.4,Musgraves,Proterozoic Orogens
195849,41.2,1486.2,27.3,0.0,Capricon Orogen,Proterozoic Orogens
195849,45.1,1620.8,22.6,0.0,Capricon Orogen,Proterozoic Orogens
194714,37.1,317.0,166.3,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192524,17.1,87.9,276.3,3.2,Albany-Fraser Orogen,Proterozoic Orogens
194728,39.1,123.0,1.6,0.0,Albany-Fraser Orogen,Proterozoic Orogens
174558,1.1,157.0,63.0,0.4,Musgraves,Proterozoic Orogens
177908,36.1,406.0,98.0,0.3,Yilgarn,Archean Cratons
177908,36.1,406.0,98.0,0.3,Yilgarn,Archean Cratons
177910,11.2,376.0,34.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
177910,12.2,374.0,12.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
182473,1.1,544.0,86.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
183596,23.1,490.0,318.0,0.7,Musgraves,Proterozoic Orogens
184122,12.1,468.0,25.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184123,32.1,972.0,7.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184125,27.1,1634.0,141.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
185593,20.1,363.0,204.0,0.6,Musgraves,Proterozoic Orogens
187115,9.1,22.0,25.0,1.2,Musgraves,Proterozoic Orogens
187403,58.1,1881.0,12.0,0.0,Capricon Orogen,Proterozoic Orogens
195849,6.2,1186.1,15.2,0.0,Capricon Orogen,Proterozoic Orogens
192524,11.1,57.7,147.0,2.6,Albany-Fraser Orogen,Proterozoic Orogens
194725,33.1,104.2,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194740,11.1,71.7,3.1,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192523,15.1,130.9,143.2,1.1,Albany-Fraser Orogen,Proterozoic Orogens
194433,19.1,341.5,201.9,0.6,Musgraves,Proterozoic Orogens
183726,4.2,1784.5,190.8,0.1,Musgraves,Proterozoic Orogens
192524,19.1,50.5,139.1,2.8,Albany-Fraser Orogen,Proterozoic Orogens
192552,15.1,26.2,22.9,0.9,Albany-Fraser Orogen,Proterozoic Orogens
192523,7.1,65.6,39.6,0.6,Albany-Fraser Orogen,Proterozoic Orogens
194714,15.1,118.1,182.9,1.6,Albany-Fraser Orogen,Proterozoic Orogens
194707,17.1,137.7,3.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194381,40.1,240.2,308.3,1.3,Musgraves,Proterozoic Orogens
195826,27.4,1291.6,13.0,0.0,Capricon Orogen,Proterozoic Orogens
183726,30.1,61.7,284.7,4.8,Musgraves,Proterozoic Orogens
189540,20.1,23.8,342.4,14.9,Musgraves,Proterozoic Orogens
194705,5.1,3344.1,62452.1,19.3,Albany-Fraser Orogen,Proterozoic Orogens
182476,31.1,1696.6,43.5,0.0,Albany-Fraser Orogen,Proterozoic Orogens
180867,45.1,177.0,288.3,1.7,Musgraves,Proterozoic Orogens
192531,11.1,178.7,266.3,1.5,Albany-Fraser Orogen,Proterozoic Orogens
192532,9.1,69.4,84.5,1.3,Albany-Fraser Orogen,Proterozoic Orogens
100710,16.1,535.0,212.0,0.4,Yilgarn,Archean Cratons
100710,17.1,494.0,247.0,0.5,Yilgarn,Archean Cratons
100710,28.1,361.0,233.0,0.7,Yilgarn,Archean Cratons
104975,33.1,578.0,476.0,0.8,Yilgarn,Archean Cratons
105001,11.1,1174.0,568.0,0.5,Yilgarn,Archean Cratons
105010,5.1,1560.0,1006.0,0.6,Yilgarn,Archean Cratons
112117,13.1,290.0,281.0,1.0,Yilgarn,Archean Cratons
112144A,2.1,321.0,224.0,0.7,leeuwin,Proterozoic Orogens
112176,18.1,308.0,411.0,1.3,Yilgarn,Archean Cratons
118976,10.1,126.0,71.0,0.6,pilbara,Archean Cratons
118976,26.1,375.0,307.0,0.8,pilbara,Archean Cratons
142821,22.1,280.0,147.0,0.5,Yilgarn,Archean Cratons
142835,11.1,118.0,62.0,0.5,pilbara,Archean Cratons
168949,1.1,1088.0,29.0,0.0,Capricon Orogen,Proterozoic Orogens
168949,18.1,295.0,144.0,0.5,Capricon Orogen,Proterozoic Orogens
168949,20.1,1506.0,190.0,0.1,Capricon Orogen,Proterozoic Orogens
177908,13.1,484.0,140.0,0.3,Yilgarn,Archean Cratons
177908,13.1,484.0,140.0,0.3,Yilgarn,Archean Cratons
183587,42.1,1754.0,238.0,0.1,Musgraves,Proterozoic Orogens
183596,6.2,843.0,33.0,0.0,Musgraves,Proterozoic Orogens
184122,18.1,611.0,29.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184123,16.1,2170.0,7.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184125,22.1,2224.0,102.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184128,14.2,695.0,20.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184161,32.1,785.0,7.0,0.0,Capricon Orogen,Proterozoic Orogens
185593,29.1,1868.0,163.0,0.1,Musgraves,Proterozoic Orogens
83701A,10.1,2031.0,184.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
187174,22.1,585.1,258.8,0.5,Musgraves,Proterozoic Orogens
194722,20.1,197.9,6.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,6.2,28.7,12.1,0.4,Albany-Fraser Orogen,Proterozoic Orogens
182485,19.1,895.9,686.8,0.8,Albany-Fraser Orogen,Proterozoic Orogens
187174,10.1,768.7,1142.2,1.5,Musgraves,Proterozoic Orogens
194705,21.1,2192.6,51917.9,24.5,Albany-Fraser Orogen,Proterozoic Orogens
194705,25.3,4199.8,68627.8,16.9,Albany-Fraser Orogen,Proterozoic Orogens
183726,28.1,233.2,269.4,1.2,Musgraves,Proterozoic Orogens
195849,48.1,1619.6,99.5,0.1,Capricon Orogen,Proterozoic Orogens
192524,16.1,46.4,126.1,2.8,Albany-Fraser Orogen,Proterozoic Orogens
194725,6.2,79.4,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194778,47.1,156.0,76.8,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192523,6.1,103.1,41.4,0.4,Albany-Fraser Orogen,Proterozoic Orogens
187174,57.1,1110.7,344.5,0.3,Musgraves,Proterozoic Orogens
194381,36.1,408.1,268.7,0.7,Musgraves,Proterozoic Orogens
183587,5.2,193.0,203.0,1.1,Musgraves,Proterozoic Orogens
184122,19.1,557.0,31.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184125,23.1,748.0,138.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
187109,41.1,2812.0,512.0,0.2,Musgraves,Proterozoic Orogens
182473,18.1,270.8,51.4,0.2,Albany-Fraser Orogen,Proterozoic Orogens
192532,14.1,152.0,96.9,0.7,Albany-Fraser Orogen,Proterozoic Orogens
182473,57.1,1033.6,16.8,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192531,12.2,75.2,74.2,1.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,6.1,64.4,40.4,0.6,Albany-Fraser Orogen,Proterozoic Orogens
182435,18.1,26.4,35.2,1.4,Albany-Fraser Orogen,Proterozoic Orogens
192523,12.2,117.1,49.1,0.4,Albany-Fraser Orogen,Proterozoic Orogens
195849,51.1,1429.4,20.6,0.0,Capricon Orogen,Proterozoic Orogens
192524,13.1,60.2,172.5,3.0,Albany-Fraser Orogen,Proterozoic Orogens
194433,17.1,804.0,65.6,0.1,Musgraves,Proterozoic Orogens
194705,14.2,4327.8,86234.0,20.6,Albany-Fraser Orogen,Proterozoic Orogens
192531,3.2,119.8,159.1,1.4,Albany-Fraser Orogen,Proterozoic Orogens
194714,39.1,62.3,61.9,1.0,Albany-Fraser Orogen,Proterozoic Orogens
192524,18.1,60.8,152.9,2.6,Albany-Fraser Orogen,Proterozoic Orogens
189540,49.1,19.2,140.3,7.6,Musgraves,Proterozoic Orogens
194381,63.1,246.5,224.4,0.9,Musgraves,Proterozoic Orogens
194728,29.1,104.3,2.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
177908,5.2,505.0,107.0,0.2,Yilgarn,Archean Cratons
183496,3.2,108.0,70.0,0.7,Musgraves,Proterozoic Orogens
187109,18.1,1248.0,455.0,0.4,Musgraves,Proterozoic Orogens
187109,30.1,1601.0,399.0,0.3,Musgraves,Proterozoic Orogens
187113,18.1,723.0,44.0,0.1,Musgraves,Proterozoic Orogens
194709,20.1,1399.3,401.6,0.3,Albany-Fraser Orogen,Proterozoic Orogens
192531,1.1,31.7,22.9,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194705,2.1,3427.2,69876.8,21.1,Albany-Fraser Orogen,Proterozoic Orogens
182203,26.1,240.9,291.9,1.3,Albany-Fraser Orogen,Proterozoic Orogens
194701,30.1,259.3,9.9,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192549,13.1,71.4,51.7,0.7,Albany-Fraser Orogen,Proterozoic Orogens
182485,6.1,1203.0,92.9,0.1,Albany-Fraser Orogen,Proterozoic Orogens
182477,18.1,2108.9,721.0,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194705,7.1,2262.6,40815.9,18.6,Albany-Fraser Orogen,Proterozoic Orogens
192524,12.1,38.4,105.5,2.8,Albany-Fraser Orogen,Proterozoic Orogens
194735,25.1,938.0,75.5,0.1,Albany-Fraser Orogen,Proterozoic Orogens
192531,6.2,38.2,28.8,0.8,Albany-Fraser Orogen,Proterozoic Orogens
194705,25.2,3225.1,56664.9,18.2,Albany-Fraser Orogen,Proterozoic Orogens
194768,8.1,2131.5,265.6,0.1,Musgraves,Proterozoic Orogens
182475,42.1,266.9,87.2,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194707,15.1,357.7,21.1,0.1,Albany-Fraser Orogen,Proterozoic Orogens
183596,21.2,627.0,23.0,0.0,Musgraves,Proterozoic Orogens
184125,15.1,1013.0,197.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
185593,47.1,310.0,156.0,0.5,Musgraves,Proterozoic Orogens
185593,29.2,1395.0,358.0,0.3,Musgraves,Proterozoic Orogens
187115,6.1,21.0,20.0,1.0,Musgraves,Proterozoic Orogens
192524,6.1,122.3,382.4,3.2,Albany-Fraser Orogen,Proterozoic Orogens
194433,16.1,260.2,195.3,0.8,Musgraves,Proterozoic Orogens
194705,1.3,4724.6,75654.3,16.5,Albany-Fraser Orogen,Proterozoic Orogens
192549,14.1,65.4,44.2,0.7,Albany-Fraser Orogen,Proterozoic Orogens
208414,27.1,137.7,120.4,0.9,Musgraves,Proterozoic Orogens
192552,13.2,41.5,19.6,0.5,Albany-Fraser Orogen,Proterozoic Orogens
180867,43.1,117.0,358.7,3.2,Musgraves,Proterozoic Orogens
182475,5.1,89.0,22.8,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194705,18.2,3017.9,42923.6,14.7,Albany-Fraser Orogen,Proterozoic Orogens
192530,14.1,283.1,232.6,0.8,Albany-Fraser Orogen,Proterozoic Orogens
194433,11.1,492.9,280.6,0.6,Musgraves,Proterozoic Orogens
183726,31.1,62.5,235.6,3.9,Musgraves,Proterozoic Orogens
194768,14.1,1456.1,149.1,0.1,Musgraves,Proterozoic Orogens
174588,31.1,52.0,55.0,1.1,Musgraves,Proterozoic Orogens
183587,13.1,449.0,120.0,0.3,Musgraves,Proterozoic Orogens
183587,12.1,1235.0,166.0,0.1,Musgraves,Proterozoic Orogens
184122,5.1,502.0,21.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184123,20.1,390.0,4.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184307,8.1,142.0,299.0,2.2,Albany-Fraser Orogen,Proterozoic Orogens
182475,16.1,101.8,32.6,0.3,Albany-Fraser Orogen,Proterozoic Orogens
192524,4.1,98.5,239.6,2.5,Albany-Fraser Orogen,Proterozoic Orogens
194785,4.1,411.6,9.3,0.0,Albany-Fraser Orogen,Proterozoic Orogens
183726,35.1,74.8,316.9,4.4,Musgraves,Proterozoic Orogens
194777,34.1,51.5,36.1,0.7,Basins,Basins
194433,20.1,450.6,263.5,0.6,Musgraves,Proterozoic Orogens
194433,8.1,1196.3,76.2,0.1,Musgraves,Proterozoic Orogens
194714,44.1,103.0,178.3,1.8,Albany-Fraser Orogen,Proterozoic Orogens
194734,16.1,928.5,10.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194725,14.1,79.5,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194381,39.1,271.7,376.1,1.4,Musgraves,Proterozoic Orogens
182485,9.1,855.8,146.8,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194705,15.2,2953.3,73032.9,25.6,Albany-Fraser Orogen,Proterozoic Orogens
192532,17.1,73.1,44.4,0.6,Albany-Fraser Orogen,Proterozoic Orogens
174558,19.1,215.0,71.0,0.3,Musgraves,Proterozoic Orogens
174748,4.1,1743.0,212.0,0.1,Musgraves,Proterozoic Orogens
174748,63.1,575.0,336.0,0.6,Musgraves,Proterozoic Orogens
183466,24.2,1198.0,11.0,0.0,Musgraves,Proterozoic Orogens
183596,56.1,565.0,46.0,0.1,Musgraves,Proterozoic Orogens
183596,54.1,219.0,294.0,1.4,Musgraves,Proterozoic Orogens
184122,6.1,511.0,22.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
184161,41.1,687.0,39.0,0.1,Capricon Orogen,Proterozoic Orogens
182203,34.2,121.9,149.2,1.3,Albany-Fraser Orogen,Proterozoic Orogens
194705,11.1,2388.0,55257.2,23.9,Albany-Fraser Orogen,Proterozoic Orogens
195849,50.1,1660.2,25.9,0.0,Capricon Orogen,Proterozoic Orogens
192532,5.3,93.6,56.0,0.6,Albany-Fraser Orogen,Proterozoic Orogens
182203,27.1,203.5,239.0,1.2,Albany-Fraser Orogen,Proterozoic Orogens
194705,17.2,2433.7,39815.0,16.9,Albany-Fraser Orogen,Proterozoic Orogens
194714,30.1,51.3,38.0,0.8,Albany-Fraser Orogen,Proterozoic Orogens
184150,26.1,233.9,109.7,0.5,Musgraves,Proterozoic Orogens
195849,58.1,1039.2,16.7,0.0,Capricon Orogen,Proterozoic Orogens
182485,12.1,187.7,191.5,1.1,Albany-Fraser Orogen,Proterozoic Orogens
192523,10.2,73.1,67.4,1.0,Albany-Fraser Orogen,Proterozoic Orogens
177908,88.2,572.0,63.0,0.1,Yilgarn,Archean Cratons
177910,2.2,308.0,19.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
182473,11.1,238.0,122.0,0.5,Albany-Fraser Orogen,Proterozoic Orogens
183596,15.1,211.0,256.0,1.3,Musgraves,Proterozoic Orogens
183596,30.1,475.0,276.0,0.6,Musgraves,Proterozoic Orogens
184161,10.1,495.0,13.0,0.0,Capricon Orogen,Proterozoic Orogens
187113,6.1,1064.0,179.0,0.2,Musgraves,Proterozoic Orogens
195849,53.1,1745.6,25.1,0.0,Capricon Orogen,Proterozoic Orogens
194728,42.1,68.4,0.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
182475,31.1,297.3,24.1,0.1,Albany-Fraser Orogen,Proterozoic Orogens
194393,21.1,76.8,243.1,3.3,Musgraves,Proterozoic Orogens
194381,21.1,253.3,269.3,1.1,Musgraves,Proterozoic Orogens
192552,7.2,257.5,40.3,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194714,2.2,869.1,365.2,0.4,Albany-Fraser Orogen,Proterozoic Orogens
194722,26.1,256.5,27.7,0.1,Albany-Fraser Orogen,Proterozoic Orogens
192523,16.1,90.1,47.2,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192552,3.2,329.3,52.4,0.2,Albany-Fraser Orogen,Proterozoic Orogens
194707,18.1,352.4,3.6,0.0,Albany-Fraser Orogen,Proterozoic Orogens
174588,11.1,50.0,51.0,1.1,Musgraves,Proterozoic Orogens
177908,10.1,417.0,116.0,0.3,Yilgarn,Archean Cratons
177908,10.1,417.0,116.0,0.3,Yilgarn,Archean Cratons
183587,41.1,1345.0,190.0,0.2,Musgraves,Proterozoic Orogens
184122,4.1,800.0,24.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
187113,24.1,665.0,51.0,0.1,Musgraves,Proterozoic Orogens
187113,26.1,514.0,279.0,0.6,Musgraves,Proterozoic Orogens
88410,40.1,534.0,24.0,0.0,Capricon Orogen,Proterozoic Orogens
192552,8.1,338.9,59.1,0.2,Albany-Fraser Orogen,Proterozoic Orogens
192552,1.2,249.9,56.9,0.2,Albany-Fraser Orogen,Proterozoic Orogens
192532,18.1,50.8,59.3,1.2,Albany-Fraser Orogen,Proterozoic Orogens
192552,10.1,31.6,24.4,0.8,Albany-Fraser Orogen,Proterozoic Orogens
194768,7.1,981.6,61.8,0.1,Musgraves,Proterozoic Orogens
191751,9.1,1014.5,352.9,0.4,Musgraves,Proterozoic Orogens
182203,1.1,261.1,216.5,0.9,Albany-Fraser Orogen,Proterozoic Orogens
192531,15.1,169.3,258.3,1.6,Albany-Fraser Orogen,Proterozoic Orogens
194767,3.1,216.1,80.3,0.4,Musgraves,Proterozoic Orogens
182477,12.1,2016.8,413.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
187289,40.1,845.5,136.2,0.2,Musgraves,Proterozoic Orogens
189540,37.1,16.6,215.6,13.4,Musgraves,Proterozoic Orogens
205194,4.1,1152.2,6.6,0.0,Musgraves,Proterozoic Orogens
192524,7.1,52.0,135.2,2.7,Albany-Fraser Orogen,Proterozoic Orogens
183492,24.1,261.0,268.0,1.1,Musgraves,Proterozoic Orogens
184160,55.2,37.0,57.0,0.2,Capricon Orogen,Proterozoic Orogens
185508,3.1,944.0,222.0,0.2,Musgraves,Proterozoic Orogens
192531,16.2,65.0,54.2,0.9,Albany-Fraser Orogen,Proterozoic Orogens
194433,12.1,626.6,77.3,0.1,Musgraves,Proterozoic Orogens
194722,35.1,156.2,3.0,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,8.2,82.1,52.5,0.7,Albany-Fraser Orogen,Proterozoic Orogens
182477,3.2,1167.6,305.5,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194722,15.1,316.1,12.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194725,22.1,103.0,0.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
198532,30.2,1185.5,7.6,0.0,Yilgarn,Archean Cratons
182477,10.1,88.9,42.9,0.5,Albany-Fraser Orogen,Proterozoic Orogens
192508,25.1,1142.8,4.4,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192531,3.1,67.5,48.3,0.7,Albany-Fraser Orogen,Proterozoic Orogens
183726,6.1,1619.2,200.6,0.1,Musgraves,Proterozoic Orogens
182435,11.1,93.4,127.2,1.4,Albany-Fraser Orogen,Proterozoic Orogens
187174,59.1,1483.0,479.9,0.3,Musgraves,Proterozoic Orogens
194433,15.1,442.1,116.6,0.3,Musgraves,Proterozoic Orogens
192523,17.1,62.7,40.6,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194433,13.1,423.9,293.2,0.7,Musgraves,Proterozoic Orogens
184122,20.1,608.0,27.0,0.1,Albany-Fraser Orogen,Proterozoic Orogens
184160,22.1,543.0,31.0,0.1,Capricon Orogen,Proterozoic Orogens
185942,70.1,476.0,85.0,0.2,Capricon Orogen,Proterozoic Orogens
194422,38.1,66.0,10.0,0.2,Musgraves,Proterozoic Orogens
194709,25.1,402.4,99.4,0.3,Albany-Fraser Orogen,Proterozoic Orogens
184150,2.1,155.5,67.3,0.4,Musgraves,Proterozoic Orogens
182473,16.1,149.7,47.2,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194768,2.1,1685.7,234.8,0.1,Musgraves,Proterozoic Orogens
182203,36.1,142.6,143.0,1.0,Albany-Fraser Orogen,Proterozoic Orogens
182477,1.1,1977.5,371.3,0.2,Albany-Fraser Orogen,Proterozoic Orogens
182485,23.1,911.6,788.0,0.9,Albany-Fraser Orogen,Proterozoic Orogens
182477,13.1,1192.3,345.9,0.3,Albany-Fraser Orogen,Proterozoic Orogens
100710,2.1,1449.0,742.0,0.5,Yilgarn,Archean Cratons
100710,12.1,199.0,105.0,0.5,Yilgarn,Archean Cratons
100710,22.1,322.0,141.0,0.4,Yilgarn,Archean Cratons
101348,10.1,86.0,46.0,0.5,Yilgarn,Archean Cratons
104970,15.1,140.0,10.0,0.1,Yilgarn,Archean Cratons
104970,24.1,628.0,151.0,0.2,Yilgarn,Archean Cratons
104970,32.1,457.0,181.0,0.4,Yilgarn,Archean Cratons
104970,38.1,252.0,54.0,0.2,Yilgarn,Archean Cratons
104975,2.1,649.0,299.0,0.5,Yilgarn,Archean Cratons
104975,7.1,649.0,179.0,0.3,Yilgarn,Archean Cratons
104975,12.1,503.0,233.0,0.5,Yilgarn,Archean Cratons
105009,11.1,619.0,132.0,0.2,Yilgarn,Archean Cratons
105010,1.1,110.0,67.0,0.6,Yilgarn,Archean Cratons
105014,16.1,323.0,117.0,0.4,Yilgarn,Archean Cratons
118914,9.1,1102.0,506.0,0.5,Rudall,Proterozoic Orogens
118990,8.1,102.0,131.0,1.3,Basins,Basins
142821,7.1,246.0,89.0,0.4,Yilgarn,Archean Cratons
183587,51.1,458.0,144.0,0.3,Musgraves,Proterozoic Orogens
184125,4.1,899.0,156.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
184160,42.1,322.0,15.0,0.1,Capricon Orogen,Proterozoic Orogens
83701A,4.1,305.0,370.0,1.2,Albany-Fraser Orogen,Proterozoic Orogens
83701A,8.1,413.0,174.0,0.4,Albany-Fraser Orogen,Proterozoic Orogens
182203,25.1,124.6,232.5,1.9,Albany-Fraser Orogen,Proterozoic Orogens
198532,32.1,1261.8,8.7,0.0,Yilgarn,Archean Cratons
194718,15.1,425.8,252.5,0.6,Albany-Fraser Orogen,Proterozoic Orogens
194714,26.1,67.4,60.7,0.9,Albany-Fraser Orogen,Proterozoic Orogens
194718,4.1,123.5,59.0,0.5,Albany-Fraser Orogen,Proterozoic Orogens
194393,23.1,158.0,312.7,2.0,Musgraves,Proterozoic Orogens
194714,43.1,126.7,28.6,0.2,Albany-Fraser Orogen,Proterozoic Orogens
182203,37.1,188.8,311.0,1.7,Albany-Fraser Orogen,Proterozoic Orogens
192524,5.1,58.7,153.4,2.7,Albany-Fraser Orogen,Proterozoic Orogens
194381,7.1,312.8,361.6,1.2,Musgraves,Proterozoic Orogens
174748,3.1,1563.0,305.0,0.2,Musgraves,Proterozoic Orogens
183587,26.1,322.0,352.0,1.1,Musgraves,Proterozoic Orogens
184125,28.1,1366.0,249.0,0.2,Albany-Fraser Orogen,Proterozoic Orogens
184161,30.1,541.0,23.0,0.0,Capricon Orogen,Proterozoic Orogens
187113,22.1,377.0,66.0,0.2,Musgraves,Proterozoic Orogens
194705,23.1,3843.5,63753.5,17.1,Albany-Fraser Orogen,Proterozoic Orogens
194722,41.1,228.7,118.5,0.5,Albany-Fraser Orogen,Proterozoic Orogens
187289,3.1,628.8,117.3,0.2,Musgraves,Proterozoic Orogens
192552,12.1,27.7,27.3,1.0,Albany-Fraser Orogen,Proterozoic Orogens
194718,20.1,562.2,481.4,0.9,Albany-Fraser Orogen,Proterozoic Orogens
194705,17.1,2300.9,44484.7,20.0,Albany-Fraser Orogen,Proterozoic Orogens
194722,18.1,254.8,86.4,0.4,Albany-Fraser Orogen,Proterozoic Orogens
195849,52.1,1786.9,26.0,0.0,Capricon Orogen,Proterozoic Orogens
194705,8.1,1771.3,25.2,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194740,41.1,65.6,2.1,0.0,Albany-Fraser Orogen,Proterozoic Orogens
192532,3.1,188.1,114.6,0.6,Albany-Fraser Orogen,Proterozoic Orogens
194764,12.1,589.7,355.2,0.6,Musgraves,Proterozoic Orogens
183492,18.1,213.0,382.0,1.9,Musgraves,Proterozoic Orogens
183492,29.1,201.0,334.0,1.7,Musgraves,Proterozoic Orogens
187109,26.1,1629.0,390.0,0.3,Musgraves,Proterozoic Orogens
194422,16.1,139.0,34.0,0.3,Musgraves,Proterozoic Orogens
88410,9.1,388.0,18.0,0.1,Capricon Orogen,Proterozoic Orogens
194705,18.1,4198.1,40801.1,10.0,Albany-Fraser Orogen,Proterozoic Orogens
194705,11.2,2096.3,49466.8,24.4,Albany-Fraser Orogen,Proterozoic Orogens
194333,5.2,61.6,8.6,0.1,Musgraves,Proterozoic Orogens
192523,2.1,56.0,40.4,0.7,Albany-Fraser Orogen,Proterozoic Orogens
192531,1.2,213.8,355.4,1.7,Albany-Fraser Orogen,Proterozoic Orogens
192549,5.1,55.1,35.8,0.7,Albany-Fraser Orogen,Proterozoic Orogens
194393,19.1,94.1,289.7,3.2,Musgraves,Proterozoic Orogens
194777,27.1,149.8,30.2,0.2,Basins,Basins
187174,56.1,322.2,296.9,1.0,Musgraves,Proterozoic Orogens
182476,12.1,2050.2,146.6,0.1,Albany-Fraser Orogen,Proterozoic Orogens
194743,28.1,157.6,0.7,0.0,Albany-Fraser Orogen,Proterozoic Orogens
194714,8.1,63.8,47.1,0.8,Albany-Fraser Orogen,Proterozoic Orogens
195826,27.2,1085.5,5.5,0.0,Capricon Orogen,Proterozoic Orogens
182477,5.1,1496.4,417.0,0.3,Albany-Fraser Orogen,Proterozoic Orogens
194714,2.1,214.3,70.2,0.3,Albany-Fraser Orogen,Proterozoic Orogens
192532,16.1,78.8,82.1,1.1,Albany-Fraser Orogen,Proterozoic Orogens
